"Year","Region_name","All_motor_vehicles",
"2000","Wales","11354"
"2007","Wales","3594"
"2004","West Midlands","27483"
"2020","Scotland","15912"
"2020","South East","6822"
"2008","Yorkshire and the Humber","4016"
"2017","South West","11660"
"2020","North West","7849"
"2000","Scotland","66104"
"2015","West Midlands","2746"
"2004","South East","5028"
"2014","South West","5645"
"2001","North East","9652"
"2016","Yorkshire and the Humber","20375"
"2011","South West","1043"
"2003","Yorkshire and the Humber","28496"
"2011","London","25058"
"2018","West Midlands","3828"
"2006","South East","12998"
"2021","West Midlands","656"
"2019","West Midlands","5301"
"2021","Yorkshire and the Humber","11626"
"2010","South East","15241"
"2013","London","2272"
"2005","Scotland","36858"
"2004","East Midlands","7927"
"2007","Scotland","17286"
"2014","South East","9337"
"2005","North East","2218"
"2020","South East","6878"
"2004","West Midlands","7849"
"2004","Wales","4562"
"2002","Scotland","2360"
"2009","West Midlands","1762"
"2000","West Midlands","7144"
"2013","South West","18335"
"2015","North East","11228"
"2010","East Midlands","15739"
"2011","East Midlands","3525"
"2005","South West","13539"
"2004","Yorkshire and the Humber","16603"
"2015","East Midlands","612"
"2002","North East","16103"
"2013","West Midlands","10870"
"2006","South East","23879"
"2013","South West","17353"
"2001","South East","6687"
"2006","West Midlands","42784"
"2005","East of England","235"
"2008","North West","18209"
"2009","South West","1596"
"2002","North West","8832"
"2006","Scotland","8644"
"2007","South East","14912"
"2012","Wales","3365"
"2010","West Midlands","1143"
"2009","East of England","9264"
"2002","South East","12286"
"2003","East Midlands","32178"
"2002","Wales","6849"
"2018","Wales","3602"
"2021","East of England","22257"
"2015","Yorkshire and the Humber","5602"
"2000","South East","59151"
"2011","Scotland","203"
"2018","South East","668"
"2005","East of England","2797"
"2005","Yorkshire and the Humber","5209"
"2004","South East","11079"
"2018","Scotland","610"
"2014","Wales","1127"
"2021","South East","17133"
"2006","West Midlands","17584"
"2005","East Midlands","8776"
"2009","Wales","11077"
"2010","North West","13015"
"2008","North West","15041"
"2003","London","109478"
"2009","Yorkshire and the Humber","33311"
"2006","Yorkshire and the Humber","11349"
"2006","East Midlands","834"
"2019","Scotland","4608"
"2002","South West","12454"
"2015","London","82508"
"2007","Wales","9780"
"2021","East of England","11131"
"2017","East Midlands","3778"
"2001","East of England","11004"
"2009","Yorkshire and the Humber","8248"
"2018","Yorkshire and the Humber","756"
"2018","South East","5806"
"2002","Yorkshire and the Humber","11289"
"2021","East Midlands","5154"
"2003","North East","18496"
"2013","Yorkshire and the Humber","63532"
"2003","Scotland","3631"
"2002","South East","12989"
"2009","Wales","75"
"2008","East of England","2931"
"2008","North West","54856"
"2008","East of England","9799"
"2016","West Midlands","2092"
"2017","London","21673"
"2014","South East","4663"
"2003","South West","50970"
"2001","South East","17139"
"2008","Yorkshire and the Humber","663"
"2009","South West","22952"
"2004","East of England","9016"
"2002","South East","21102"
"2008","South West","351"
"2010","North West","13682"
"2015","East of England","12024"
"2004","South West","21863"
"2015","North West","11150"
"2018","Scotland","87"
"2003","Wales","3514"
"2020","London","14884"
"2005","South East","128321"
"2019","London","10041"
"2015","East Midlands","19970"
"2002","Yorkshire and the Humber","12636"
"2005","West Midlands","1280"
"2004","South East","40824"
"2018","South East","26315"
"2020","West Midlands","6704"
"2002","London","14890"
"2009","West Midlands","20095"
"2005","West Midlands","15678"
"2002","North West","11379"
"2006","South East","2193"
"2003","North West","6896"
"2014","North East","375"
"2000","South West","14371"
"2012","East Midlands","11578"
"2012","London","31378"
"2009","East of England","20039"
"2009","East of England","619"
"2011","London","9976"
"2006","Wales","17996"
"2015","West Midlands","3762"
"2016","South West","8224"
"2018","North West","12178"
"2021","Yorkshire and the Humber","9986"
"2019","North West","1001"
"2015","Scotland","433"
"2020","East Midlands","186"
"2002","London","38657"
"2012","North West","15051"
"2013","East of England","2606"
"2009","South East","9917"
"2019","East of England","1071"
"2020","North West","13508"
"2016","North East","8091"
"2017","North East","108400"
"2018","Yorkshire and the Humber","14515"
"2002","West Midlands","1323"
"2009","South West","7442"
"2000","London","52944"
"2021","West Midlands","10170"
"2012","South East","1143"
"2007","North West","13974"
"2017","London","12484"
"2008","London","24803"
"2012","East Midlands","382"
"2005","Yorkshire and the Humber","4592"
"2014","East of England","179"
"2014","South East","1211"
"2019","North West","17895"
"2001","South East","11792"
"2008","North West","71713"
"2018","Scotland","11604"
"2017","Yorkshire and the Humber","4757"
"2019","Scotland","16834"
"2013","Scotland","5599"
"2014","North West","25564"
"2019","Yorkshire and the Humber","7591"
"2020","East of England","12424"
"2009","East of England","8162"
"2018","East Midlands","9128"
"2008","East of England","153"
"2000","Scotland","9231"
"2019","South West","13642"
"2017","Wales","4211"
"2003","Scotland","6052"
"2011","South East","212"
"2001","North West","17286"
"2021","Scotland","1096"
"2018","South East","572"
"2018","South East","37429"
"2002","London","18845"
"2001","North East","14667"
"2019","North West","428"
"2015","East Midlands","1266"
"2015","South East","12769"
"2007","South West","6444"
"2010","Scotland","2162"
"2014","South East","16481"
"2000","East of England","3299"
"2001","East Midlands","28773"
"2019","South West","68"
"2005","South East","7515"
"2004","South West","23316"
"2003","London","73736"
"2012","West Midlands","13307"
"2011","Wales","2339"
"2014","East of England","15871"
"2017","Scotland","42371"
"2002","Wales","12489"
"2005","West Midlands","100598"
"2012","South East","17777"
"2002","West Midlands","10474"
"2016","West Midlands","33880"
"2008","Wales","6126"
"2014","South West","13196"
"2005","East Midlands","7496"
"2010","Scotland","10089"
"2011","North West","9852"
"2011","West Midlands","122991"
"2018","South West","16959"
"2011","East Midlands","12870"
"2017","South East","3324"
"2014","East of England","26880"
"2014","London","18193"
"2018","North West","5968"
"2009","East Midlands","62960"
"2007","Scotland","16248"
"2015","West Midlands","10523"
"2004","London","10089"
"2002","South East","92629"
"2016","Scotland","10545"
"2016","South East","13003"
"2018","North East","47"
"2011","Yorkshire and the Humber","61948"
"2004","East of England","72971"
"2010","East of England","8296"
"2006","Scotland","24221"
"2003","Wales","35386"
"2017","Scotland","2096"
"2019","East Midlands","1299"
"2012","East Midlands","3915"
"2011","Wales","2036"
"2016","London","14311"
"2016","North East","29413"
"2016","West Midlands","23509"
"2003","Yorkshire and the Humber","20505"
"2008","East of England","1638"
"2005","East of England","14927"
"2014","Yorkshire and the Humber","19961"
"2005","South East","16962"
"2006","West Midlands","3012"
"2000","Scotland","11977"
"2005","North West","21575"
"2018","Scotland","6012"
"2010","Yorkshire and the Humber","23125"
"2009","London","53274"
"2020","South East","13298"
"2013","East of England","2122"
"2015","London","76079"
"2020","South West","41752"
"2003","South East","25660"
"2008","West Midlands","20074"
"2010","North West","20024"
"2000","North West","3077"
"2014","South East","20471"
"2020","Yorkshire and the Humber","1993"
"2013","South West","19"
"2006","West Midlands","7078"
"2011","Scotland","26181"
"2015","North East","4294"
"2004","North West","12696"
"2000","North West","12289"
"2019","East Midlands","5136"
"2009","London","5942"
"2018","South East","4134"
"2006","North West","13728"
"2013","South East","8254"
"2008","Yorkshire and the Humber","3812"
"2014","London","12642"
"2014","East Midlands","10990"
"2020","South East","2321"
"2007","North West","33217"
"2010","South East","19992"
"2021","South East","4292"
"2009","North West","27281"
"2006","South East","6588"
"2004","London","12841"
"2011","North West","114724"
"2003","North West","11508"
"2013","London","10562"
"2004","London","8050"
"2009","North West","487"
"2004","South West","19745"
"2016","Scotland","26139"
"2021","East Midlands","62"
"2003","East Midlands","17465"
"2018","North West","6360"
"2021","Wales","10695"
"2001","Wales","2395"
"2006","East Midlands","17251"
"2021","London","13540"
"2008","London","19046"
"2018","Scotland","3005"
"2003","Wales","16229"
"2003","East Midlands","35242"
"2020","Scotland","5970"
"2014","Wales","23572"
"2018","West Midlands","6055"
"2019","East Midlands","779"
"2021","Scotland","6359"
"2016","Wales","16302"
"2007","West Midlands","1269"
"2015","West Midlands","13904"
"2002","South East","8834"
"2000","London","15922"
"2017","South East","18811"
"2010","East of England","7298"
"2015","London","95909"
"2002","London","10731"
"2001","North West","4873"
"2009","South West","893"
"2002","South East","57722"
"2014","Wales","2374"
"2010","Scotland","12332"
"2011","Wales","2866"
"2003","South West","22398"
"2015","North West","1421"
"2011","Yorkshire and the Humber","9285"
"2014","South East","15230"
"2020","North East","102"
"2008","Wales","1613"
"2011","Scotland","13723"
"2014","Wales","7772"
"2014","Wales","5100"
"2012","Wales","16802"
"2018","South East","834"
"2018","East Midlands","28"
"2001","London","7105"
"2005","Wales","8285"
"2000","Yorkshire and the Humber","15172"
"2008","Wales","18318"
"2010","Yorkshire and the Humber","3832"
"2000","East of England","19540"
"2016","North West","15607"
"2005","Yorkshire and the Humber","11709"
"2004","London","76922"
"2012","North West","8722"
"2019","North West","383"
"2013","North West","19147"
"2008","South East","37756"
"2020","South West","11698"
"2021","North West","11753"
"2007","South East","2762"
"2010","East of England","15663"
"2002","West Midlands","7251"
"2016","London","19690"
"2018","West Midlands","44312"
"2011","London","16960"
"2008","South West","9797"
"2007","South West","24397"
"2010","East of England","41570"
"2018","North West","6556"
"2009","Yorkshire and the Humber","18702"
"2008","West Midlands","5687"
"2011","East Midlands","25949"
"2009","Yorkshire and the Humber","13602"
"2009","East of England","4996"
"2003","Yorkshire and the Humber","9020"
"2000","South East","1625"
"2015","Yorkshire and the Humber","21654"
"2015","North West","12375"
"2003","West Midlands","23086"
"2018","South East","15619"
"2001","East of England","5095"
"2021","South West","2084"
"2013","Wales","3299"
"2009","North East","20608"
"2012","Wales","19487"
"2009","North West","22403"
"2014","Yorkshire and the Humber","13804"
"2016","Wales","4887"
"2008","North West","9949"
"2006","South West","15806"
"2016","East Midlands","6906"
"2020","South West","5410"
"2018","East Midlands","9634"
"2000","Scotland","133"
"2009","Scotland","850"
"2005","West Midlands","15738"
"2018","London","96761"
"2019","South East","7451"
"2016","London","10323"
"2011","North West","301"
"2010","South West","4324"
"2007","East Midlands","17753"
"2007","Scotland","7200"
"2018","East of England","11966"
"2014","North West","983"
"2008","Wales","68272"
"2016","North West","55005"
"2013","South West","141"
"2015","Scotland","254"
"2008","Scotland","20056"
"2005","East Midlands","3213"
"2017","East Midlands","6746"
"2016","London","33583"
"2019","East of England","63311"
"2004","East Midlands","5003"
"2004","East Midlands","2560"
"2014","West Midlands","1400"
"2018","Scotland","6633"
"2013","Scotland","21279"
"2021","East of England","56471"
"2011","Yorkshire and the Humber","9637"
"2010","South East","12878"
"2008","North West","4818"
"2019","Scotland","1796"
"2014","West Midlands","23232"
"2009","Scotland","3158"
"2003","North West","30554"
"2015","Yorkshire and the Humber","22359"
"2005","Yorkshire and the Humber","2919"
"2016","East of England","18681"
"2019","Yorkshire and the Humber","108855"
"2009","West Midlands","8644"
"2011","Scotland","6701"
"2001","South East","49448"
"2020","North West","2778"
"2019","South West","7540"
"2017","South West","3228"
"2014","East Midlands","17114"
"2019","Yorkshire and the Humber","849"
"2004","North West","2457"
"2015","East of England","375"
"2011","East of England","7621"
"2007","Wales","3265"
"2020","Scotland","13830"
"2007","South East","46591"
"2003","South East","5124"
"2009","East of England","31623"
"2014","South East","10413"
"2018","East of England","20333"
"2019","North West","16104"
"2016","North West","9445"
"2012","Yorkshire and the Humber","11885"
"2012","South East","14196"
"2006","North East","23091"
"2009","South West","40"
"2004","East of England","9590"
"2017","East Midlands","37909"
"2012","West Midlands","13320"
"2008","London","11913"
"2008","Wales","2911"
"2010","North West","1765"
"2009","North West","225"
"2001","East of England","31328"
"2018","East Midlands","3055"
"2002","North West","45994"
"2010","Wales","996"
"2006","London","37066"
"2006","Yorkshire and the Humber","19571"
"2005","North East","2853"
"2005","East Midlands","26474"
"2001","East Midlands","14562"
"2007","North West","21986"
"2004","South East","7656"
"2021","South West","3161"
"2009","South East","18054"
"2008","East of England","15732"
"2005","West Midlands","2208"
"2003","Wales","33771"
"2018","London","15098"
"2018","South West","4344"
"2000","South East","26680"
"2001","East Midlands","1635"
"2015","Scotland","10442"
"2008","North West","16855"
"2002","South East","9370"
"2021","Scotland","2454"
"2014","South East","8354"
"2015","South East","23558"
"2004","North West","4069"
"2010","South West","11947"
"2003","London","151843"
"2010","North West","11104"
"2005","East of England","2966"
"2017","West Midlands","2750"
"2011","North East","21454"
"2004","West Midlands","5700"
"2002","East Midlands","30884"
"2021","London","27848"
"2019","East Midlands","294"
"2018","South East","17101"
"2003","London","27216"
"2021","London","9584"
"2002","North West","9680"
"2010","North West","4724"
"2005","South West","17083"
"2004","London","34861"
"2018","Scotland","14421"
"2019","Yorkshire and the Humber","8154"
"2003","South East","103160"
"2021","Yorkshire and the Humber","12277"
"2008","Yorkshire and the Humber","1559"
"2003","London","1144"
"2015","North West","49291"
"2016","West Midlands","4339"
"2010","Wales","39855"
"2014","North East","44820"
"2010","South East","2399"
"2007","South East","8869"
"2003","Wales","3803"
"2000","West Midlands","10345"
"2018","North East","13976"
"2018","North West","16200"
"2000","East of England","20420"
"2020","South West","26517"
"2019","London","6022"
"2008","Scotland","9073"
"2019","London","5408"
"2008","West Midlands","64804"
"2009","West Midlands","20501"
"2005","Yorkshire and the Humber","8460"
"2017","East of England","22100"
"2010","North West","17459"
"2015","East of England","850"
"2013","Scotland","42281"
"2021","South West","254"
"2021","South East","5656"
"2007","South West","2105"
"2014","South East","571"
"2018","South West","10784"
"2014","East Midlands","44065"
"2000","Wales","3735"
"2015","South East","1606"
"2018","East Midlands","349"
"2006","South East","10979"
"2014","Scotland","4427"
"2006","East of England","18933"
"2018","East of England","68994"
"2020","South East","102135"
"2018","Wales","28071"
"2017","Yorkshire and the Humber","75932"
"2017","North West","20151"
"2003","South East","12787"
"2020","Scotland","2781"
"2020","North West","235"
"2007","North West","13203"
"2021","North West","19908"
"2013","South East","4085"
"2009","East Midlands","7937"
"2014","East of England","43790"
"2013","North West","3025"
"2010","London","13460"
"2005","Yorkshire and the Humber","74165"
"2005","East of England","616"
"2005","East of England","10339"
"2002","East of England","5504"
"2001","Yorkshire and the Humber","15750"
"2020","Wales","312"
"2013","Wales","33362"
"2017","London","5252"
"2017","North West","137"
"2015","North West","36160"
"2002","South East","75951"
"2001","London","19288"
"2014","South West","24536"
"2010","Scotland","721"
"2019","South East","6958"
"2008","London","20694"
"2012","East of England","43005"
"2013","Scotland","3716"
"2003","South East","7977"
"2013","East of England","73"
"2019","Yorkshire and the Humber","11090"
"2021","East of England","12331"
"2001","East of England","11991"
"2017","East of England","13640"
"2016","Wales","25733"
"2015","Scotland","16345"
"2005","West Midlands","1686"
"2017","South West","548"
"2002","West Midlands","22043"
"2019","Yorkshire and the Humber","543"
"2004","Scotland","1340"
"2017","East of England","25511"
"2019","South East","1171"
"2007","North West","23229"
"2016","South West","4777"
"2011","North East","6900"
"2011","Scotland","3554"
"2007","Scotland","14966"
"2019","South West","77"
"2019","Scotland","6103"
"2001","West Midlands","19970"
"2002","East Midlands","15340"
"2006","Wales","18381"
"2003","East of England","12781"
"2015","South West","14849"
"2006","North East","16043"
"2015","Yorkshire and the Humber","2163"
"2007","Wales","5764"
"2012","East Midlands","12388"
"2020","South East","8293"
"2021","Yorkshire and the Humber","891"
"2009","North East","477"
"2019","Yorkshire and the Humber","2279"
"2020","East Midlands","12764"
"2015","South West","10384"
"2008","South East","1952"
"2013","Yorkshire and the Humber","21304"
"2018","North West","10130"
"2021","South West","31011"
"2010","South East","3743"
"2012","North East","128"
"2017","South West","8054"
"2003","South East","16506"
"2003","South East","3567"
"2001","East Midlands","10085"
"2009","North West","20769"
"2004","East Midlands","2345"
"2001","South East","24523"
"2002","London","22766"
"2013","London","8214"
"2000","South West","242"
"2016","Wales","52136"
"2005","South East","14940"
"2007","Scotland","11593"
"2018","East Midlands","38896"
"2018","Yorkshire and the Humber","19013"
"2002","West Midlands","24660"
"2005","Scotland","6540"
"2018","Yorkshire and the Humber","4876"
"2013","Scotland","11983"
"2018","East Midlands","101104"
"2014","South East","9549"
"2013","Scotland","11960"
"2013","London","39235"
"2014","East of England","3513"
"2009","North East","2474"
"2006","East Midlands","3390"
"2021","South East","13519"
"2004","West Midlands","7992"
"2009","North West","9007"
"2001","North East","11724"
"2016","East Midlands","9127"
"2015","East Midlands","42776"
"2003","East of England","25500"
"2003","South East","18085"
"2008","South West","15575"
"2007","North West","16881"
"2011","North East","7838"
"2009","Scotland","14582"
"2005","Scotland","7681"
"2000","South West","4453"
"2019","West Midlands","13540"
"2011","Scotland","5920"
"2021","North West","4168"
"2001","North West","3175"
"2016","Scotland","2353"
"2013","South East","20454"
"2018","Scotland","317"
"2009","North East","3517"
"2019","West Midlands","972"
"2008","Scotland","7638"
"2012","London","21132"
"2009","West Midlands","4539"
"2004","London","12346"
"2021","London","20931"
"2006","North East","12913"
"2014","East of England","20697"
"2017","Scotland","6555"
"2015","Yorkshire and the Humber","631"
"2018","East Midlands","3423"
"2001","Yorkshire and the Humber","9501"
"2016","Wales","11859"
"2004","East of England","25357"
"2009","London","519"
"2002","North East","11413"
"2004","East of England","21931"
"2006","East of England","31530"
"2003","Yorkshire and the Humber","43788"
"2003","East Midlands","2903"
"2001","South West","877"
"2006","North East","4159"
"2017","Scotland","11753"
"2010","South East","18187"
"2018","West Midlands","9699"
"2021","West Midlands","12642"
"2015","Wales","2205"
"2012","West Midlands","774"
"2011","East of England","14731"
"2014","North West","18619"
"2016","Wales","21579"
"2000","South East","10629"
"2007","Wales","63243"
"2014","Scotland","21612"
"2011","Scotland","6106"
"2011","Scotland","11332"
"2010","South East","5626"
"2008","Wales","15286"
"2008","North West","12948"
"2015","East Midlands","3263"
"2019","Scotland","7040"
"2015","North West","22573"
"2021","Scotland","20755"
"2019","West Midlands","10045"
"2009","Yorkshire and the Humber","44461"
"2019","West Midlands","6821"
"2003","South West","994"
"2004","South East","12591"
"2016","East of England","14978"
"2013","London","18269"
"2004","North West","17663"
"2011","North West","613"
"2004","North East","9118"
"2010","Wales","3224"
"2005","South East","163"
"2018","London","14865"
"2013","West Midlands","10075"
"2021","South East","5773"
"2015","Yorkshire and the Humber","11766"
"2007","Scotland","31216"
"2001","Yorkshire and the Humber","16090"
"2011","Wales","12966"
"2007","London","20038"
"2020","East of England","9607"
"2009","Yorkshire and the Humber","1181"
"2016","London","4585"
"2016","South West","2641"
"2016","South East","60868"
"2019","North West","1001"
"2020","Yorkshire and the Humber","7906"
"2021","South East","711"
"2015","West Midlands","15135"
"2014","West Midlands","180"
"2012","North West","11117"
"2005","East Midlands","5553"
"2017","Yorkshire and the Humber","80"
"2005","South East","25166"
"2017","North West","28057"
"2000","North East","22899"
"2008","West Midlands","4378"
"2009","North East","4333"
"2007","South West","11195"
"2021","West Midlands","4609"
"2017","North West","29968"
"2011","London","22738"
"2004","South East","1390"
"2017","East of England","989"
"2018","London","17596"
"2004","Scotland","2033"
"2014","Scotland","6395"
"2013","East of England","11154"
"2010","South East","45859"
"2019","South West","826"
"2017","Wales","4315"
"2004","North West","5123"
"2014","Yorkshire and the Humber","54958"
"2019","East of England","217"
"2005","North West","63819"
"2010","Wales","5781"
"2004","West Midlands","14000"
"2011","North West","2348"
"2015","Scotland","3109"
"2012","South East","12334"
"2013","South West","6500"
"2009","South East","644"
"2017","Scotland","1011"
"2015","East of England","42444"
"2002","East of England","11810"
"2016","Yorkshire and the Humber","18941"
"2015","East Midlands","3949"
"2009","London","15008"
"2004","West Midlands","11106"
"2008","Yorkshire and the Humber","49307"
"2005","South East","14957"
"2012","Scotland","15143"
"2012","North East","27813"
"2014","Scotland","3874"
"2008","Yorkshire and the Humber","7263"
"2002","East Midlands","8392"
"2012","North West","94470"
"2020","Scotland","19858"
"2013","West Midlands","16925"
"2004","East Midlands","2000"
"2014","Scotland","29579"
"2021","London","11328"
"2005","Scotland","7567"
"2004","Scotland","1357"
"2001","Scotland","4389"
"2008","North East","9315"
"2007","East of England","1273"
"2001","Scotland","8614"
"2011","London","11301"
"2017","North West","17859"
"2011","North West","8697"
"2011","Scotland","54477"
"2004","North West","31132"
"2004","South East","30974"
"2006","London","20397"
"2005","East of England","19943"
"2005","Yorkshire and the Humber","1576"
"2014","London","58732"
"2015","North West","19306"
"2011","Wales","29182"
"2016","South East","34409"
"2001","North West","12489"
"2010","Wales","29914"
"2000","Scotland","293"
"2009","South West","1140"
"2012","Wales","52850"
"2010","London","26264"
"2001","South West","20570"
"2019","North West","508"
"2020","Yorkshire and the Humber","9712"
"2014","South West","6857"
"2009","South East","2936"
"2010","Scotland","976"
"2016","London","19360"
"2020","West Midlands","23865"
"2012","East of England","36919"
"2006","North West","37942"
"2003","South West","11601"
"2002","North East","2372"
"2003","North West","5905"
"2018","Wales","35696"
"2003","Scotland","1450"
"2006","East of England","16357"
"2014","East Midlands","194"
"2017","East of England","139797"
"2000","North West","12264"
"2019","Scotland","15888"
"2006","North East","13728"
"2005","East of England","6392"
"2008","North West","1554"
"2019","East of England","9997"
"2001","Wales","17639"
"2005","North West","11386"
"2012","West Midlands","5178"
"2009","London","13254"
"2011","South West","5286"
"2019","West Midlands","13353"
"2018","North East","14718"
"2008","East Midlands","5918"
"2012","London","71589"
"2017","London","11308"
"2002","Scotland","9378"
"2012","North West","5615"
"2006","London","6607"
"2006","London","18670"
"2021","South West","8532"
"2020","East of England","19300"
"2012","North West","80968"
"2003","Wales","4460"
"2010","South East","18211"
"2010","South West","1125"
"2011","South East","5855"
"2019","South East","660"
"2013","South East","15789"
"2017","West Midlands","9315"
"2006","East of England","9328"
"2007","Scotland","563"
"2000","East of England","17786"
"2004","Yorkshire and the Humber","4176"
"2000","East of England","19903"
"2004","Wales","2003"
"2005","Scotland","3502"
"2014","Scotland","13041"
"2013","East Midlands","20695"
"2015","West Midlands","24779"
"2019","West Midlands","24224"
"2021","Scotland","13046"
"2008","North West","20971"
"2009","North West","36335"
"2006","South West","23263"
"2013","South East","16600"
"2019","Yorkshire and the Humber","107"
"2002","East Midlands","46430"
"2015","East of England","44151"
"2000","East of England","15705"
"2009","North West","10688"
"2001","South West","13506"
"2010","East Midlands","10602"
"2007","North West","22793"
"2011","South East","1296"
"2001","East of England","18933"
"2019","North West","4453"
"2007","South West","14055"
"2021","Yorkshire and the Humber","8372"
"2003","East Midlands","44760"
"2017","South East","46099"
"2018","Scotland","148"
"2001","Yorkshire and the Humber","733"
"2008","West Midlands","967"
"2010","East of England","139"
"2015","East of England","8507"
"2021","South West","35522"
"2014","North West","4787"
"2017","East of England","16086"
"2019","London","12172"
"2002","Scotland","5996"
"2000","North West","24797"
"2001","North East","5129"
"2017","South West","40350"
"2008","North West","904"
"2003","Yorkshire and the Humber","7292"
"2000","London","581"
"2020","East Midlands","2823"
"2019","North West","12381"
"2015","West Midlands","17627"
"2008","South East","9561"
"2006","East of England","6887"
"2014","Wales","13946"
"2004","London","16692"
"2018","South East","18588"
"2012","South West","2778"
"2019","East Midlands","5440"
"2008","South East","1329"
"2020","East Midlands","104"
"2012","Scotland","6723"
"2008","West Midlands","20240"
"2004","North West","22449"
"2018","East of England","1957"
"2001","North West","7191"
"2014","East of England","2836"
"2003","South East","11300"
"2008","South East","22683"
"2002","South East","11706"
"2003","East Midlands","11178"
"2010","London","17663"
"2015","London","8839"
"2001","North West","12446"
"2009","Scotland","7616"
"2008","North East","35768"
"2007","Scotland","5378"
"2018","South East","2798"
"2010","Wales","5790"
"2017","South East","6191"
"2010","West Midlands","14209"
"2009","South West","1693"
"2006","London","16731"
"2017","Scotland","4730"
"2002","East of England","7190"
"2015","Yorkshire and the Humber","314"
"2005","London","27176"
"2020","Scotland","10974"
"2008","West Midlands","4830"
"2018","South West","375"
"2008","South West","4705"
"2009","Scotland","3499"
"2001","London","63408"
"2008","West Midlands","21752"
"2006","North East","12120"
"2007","London","32812"
"2014","West Midlands","1659"
"2019","North West","14531"
"2000","South East","12069"
"2012","East Midlands","34019"
"2005","Wales","27548"
"2003","East of England","37737"
"2015","Scotland","33760"
"2013","South East","6780"
"2017","North East","21294"
"2021","Yorkshire and the Humber","16420"
"2015","Yorkshire and the Humber","10319"
"2020","North East","121"
"2014","London","10897"
"2014","East of England","21085"
"2021","East Midlands","5939"
"2019","West Midlands","6144"
"2013","London","15694"
"2019","South East","295"
"2004","London","12850"
"2016","West Midlands","9635"
"2016","West Midlands","20769"
"2007","South West","585"
"2004","South West","630"
"2008","North East","60531"
"2006","London","20093"
"2013","North West","8747"
"2011","Wales","14606"
"2005","South West","10138"
"2016","West Midlands","4142"
"2021","Yorkshire and the Humber","7315"
"2011","East Midlands","1811"
"2013","North West","1670"
"2001","North West","9649"
"2019","South East","73295"
"2019","East of England","62"
"2008","East Midlands","21239"
"2015","South East","115"
"2016","London","13441"
"2000","Scotland","15712"
"2021","West Midlands","9379"
"2004","Scotland","5825"
"2017","East of England","30198"
"2006","South East","26682"
"2019","East of England","16863"
"2012","East of England","22948"
"2020","West Midlands","12778"
"2018","East Midlands","18486"
"2009","South East","28907"
"2016","South West","23141"
"2018","South East","29644"
"2001","North West","7275"
"2005","West Midlands","18184"
"2018","Wales","1628"
"2004","Wales","3805"
"2007","London","29868"
"2002","South West","28718"
"2003","Scotland","6400"
"2008","East of England","14848"
"2004","East Midlands","9622"
"2014","East Midlands","20790"
"2004","South East","11101"
"2016","South East","314"
"2002","North West","17853"
"2017","South East","9966"
"2004","South East","16149"
"2010","London","25198"
"2014","London","7613"
"2011","London","14738"
"2008","South West","2686"
"2001","East of England","5974"
"2014","London","54293"
"2011","North West","63603"
"2021","Wales","7288"
"2007","South East","20844"
"2010","West Midlands","6381"
"2009","London","61797"
"2013","East of England","17927"
"2021","South East","41499"
"2020","Yorkshire and the Humber","10670"
"2010","North West","23669"
"2004","Scotland","1311"
"2002","London","17480"
"2009","North East","16559"
"2018","South East","41967"
"2014","London","29772"
"2010","East of England","13790"
"2020","South West","9309"
"2003","West Midlands","15332"
"2012","North West","26472"
"2003","North West","18106"
"2006","South East","37238"
"2000","East Midlands","9272"
"2002","East of England","83999"
"2003","East of England","4648"
"2011","South East","13219"
"2009","East of England","12525"
"2016","London","98957"
"2016","South East","29405"
"2019","West Midlands","8347"
"2006","North West","10143"
"2007","East of England","1273"
"2015","Yorkshire and the Humber","9923"
"2016","Wales","419"
"2018","London","13040"
"2005","Yorkshire and the Humber","9796"
"2008","South East","1097"
"2010","Scotland","1741"
"2014","West Midlands","2181"
"2016","South East","19407"
"2002","Scotland","6599"
"2015","South West","10932"
"2011","South East","4232"
"2018","London","19632"
"2008","Yorkshire and the Humber","1182"
"2019","North East","1802"
"2007","London","29136"
"2018","South East","59401"
"2009","South East","4493"
"2011","Scotland","3291"
"2009","South East","20021"
"2006","North East","32369"
"2003","East of England","7385"
"2020","East of England","30164"
"2004","East Midlands","8696"
"2000","North West","22007"
"2007","North West","28648"
"2015","East Midlands","8330"
"2008","West Midlands","31664"
"2008","Wales","2893"
"2018","West Midlands","9324"
"2016","South East","9727"
"2011","Yorkshire and the Humber","14652"
"2009","North West","1567"
"2008","South West","45"
"2007","Scotland","1616"
"2002","North East","9355"
"2008","Wales","7819"
"2017","South West","1027"
"2006","West Midlands","14663"
"2011","London","658"
"2009","Yorkshire and the Humber","9445"
"2018","South West","16899"
"2004","South West","48406"
"2013","Wales","35311"
"2019","South West","971"
"2010","West Midlands","13691"
"2010","London","13989"
"2012","West Midlands","35942"
"2020","North West","16092"
"2021","Wales","15923"
"2011","Yorkshire and the Humber","597"
"2018","Scotland","16251"
"2011","South West","29411"
"2013","Yorkshire and the Humber","7730"
"2010","Scotland","40154"
"2017","London","19218"
"2006","North East","3260"
"2006","Scotland","13562"
"2002","South West","16275"
"2019","West Midlands","4575"
"2009","South East","11372"
"2001","North East","24756"
"2017","London","23612"
"2004","South West","10749"
"2010","South West","872"
"2004","West Midlands","70238"
"2000","South West","14413"
"2012","South East","126292"
"2014","West Midlands","1992"
"2004","Wales","20250"
"2018","North West","5870"
"2017","South West","20315"
