"Year","Region_name","All_motor_vehicles",
"2003","East Midlands","16733"
"2003","Wales","21694"
"2009","London","10674"
"2007","South East","30964"
"2008","London","19889"
"2003","North West","6094"
"2015","East Midlands","237"
"2000","West Midlands","4239"
"2005","East of England","34687"
"2020","East of England","22074"
"2019","Wales","2639"
"2020","East of England","2517"
"2016","East Midlands","7608"
"2010","South East","22708"
"2019","South West","1302"
"2011","East Midlands","16204"
"2017","Yorkshire and the Humber","114259"
"2019","Yorkshire and the Humber","7259"
"2013","East of England","7180"
"2010","South West","19105"
"2017","East of England","6625"
"2016","North West","16211"
"2001","North West","1023"
"2013","South East","8442"
"2019","East of England","74529"
"2019","East Midlands","1264"
"2021","West Midlands","23914"
"2008","East of England","12506"
"2012","South West","302"
"2004","Wales","35591"
"2016","South West","9579"
"2005","South East","25109"
"2018","South West","18168"
"2001","Scotland","12612"
"2006","North West","4707"
"2009","West Midlands","12424"
"2011","East of England","10084"
"2005","East of England","16437"
"2011","South West","25953"
"2014","London","24882"
"2004","North West","9272"
"2012","South East","5603"
"2019","Yorkshire and the Humber","9356"
"2008","East of England","3255"
"2017","Scotland","6322"
"2008","Scotland","726"
"2003","Yorkshire and the Humber","5971"
"2017","North West","9249"
"2005","North West","19122"
"2006","North West","13614"
"2002","Scotland","1500"
"2015","Wales","13751"
"2011","Scotland","4698"
"2000","East Midlands","2191"
"2016","Yorkshire and the Humber","21421"
"2016","East of England","2747"
"2016","North West","11948"
"2009","West Midlands","18140"
"2011","West Midlands","4180"
"2006","South West","15739"
"2011","East of England","151"
"2015","West Midlands","131"
"2003","South East","9245"
"2015","London","16186"
"2013","Wales","5439"
"2016","South West","15676"
"2016","West Midlands","19091"
"2006","Scotland","3020"
"2004","Yorkshire and the Humber","10931"
"2002","South West","11903"
"2006","West Midlands","16690"
"2004","West Midlands","24954"
"2000","East of England","9840"
"2004","London","20092"
"2008","West Midlands","4293"
"2000","South East","11866"
"2020","North West","960"
"2019","East of England","29116"
"2011","London","31260"
"2005","South East","5280"
"2021","Scotland","16747"
"2020","East of England","5432"
"2020","North West","2999"
"2017","North West","3768"
"2019","Wales","27"
"2005","London","24917"
"2010","South East","679"
"2003","Wales","3346"
"2010","North West","19146"
"2020","Wales","45550"
"2018","London","13922"
"2001","East Midlands","4871"
"2006","Scotland","9150"
"2000","East Midlands","7264"
"2001","London","63310"
"2020","East of England","19413"
"2018","South West","23555"
"2011","Wales","495"
"2005","South West","6297"
"2018","South East","22380"
"2011","East of England","2202"
"2018","Yorkshire and the Humber","856"
"2019","Yorkshire and the Humber","710"
"2017","London","98836"
"2009","South East","3381"
"2014","Yorkshire and the Humber","9053"
"2018","South West","6881"
"2000","London","13401"
"2003","South West","20119"
"2015","North East","4861"
"2009","Wales","1242"
"2002","Wales","103039"
"2002","South East","38672"
"2013","Scotland","11391"
"2016","East of England","44002"
"2014","London","22686"
"2009","West Midlands","12548"
"2014","North West","12811"
"2002","East Midlands","28911"
"2000","West Midlands","17855"
"2008","North West","190"
"2017","London","17640"
"2011","South East","18933"
"2014","North West","23824"
"2019","West Midlands","4582"
"2004","Yorkshire and the Humber","11521"
"2010","South East","36251"
"2007","Wales","33597"
"2006","East of England","40845"
"2010","North West","9468"
"2003","East Midlands","48283"
"2008","South East","10993"
"2019","Yorkshire and the Humber","81013"
"2013","East of England","1642"
"2017","Wales","2473"
"2012","North West","1115"
"2007","Yorkshire and the Humber","1831"
"2019","East of England","5864"
"2006","Scotland","12553"
"2006","South East","13854"
"2012","Wales","351"
"2004","North West","21793"
"2019","East of England","1078"
"2000","West Midlands","13326"
"2012","South East","3743"
"2006","North East","20843"
"2008","East of England","31574"
"2019","London","19773"
"2020","South West","8380"
"2012","East Midlands","12966"
"2019","North West","16999"
"2009","West Midlands","9907"
"2006","South East","10034"
"2020","South West","93910"
"2019","North West","145"
"2021","North West","12218"
"2014","North West","14541"
"2008","East Midlands","1410"
"2020","North West","2478"
"2008","Wales","6197"
"2018","Wales","53282"
"2016","Scotland","11943"
"2000","West Midlands","15416"
"2013","South East","308"
"2021","South West","7270"
"2016","West Midlands","31812"
"2018","Yorkshire and the Humber","12846"
"2002","Wales","21446"
"2018","South West","12212"
"2020","North West","81147"
"2008","West Midlands","18225"
"2000","Scotland","845"
"2019","South West","7970"
"2014","East of England","38232"
"2003","London","20150"
"2011","Yorkshire and the Humber","8466"
"2009","North West","2616"
"2018","South East","116952"
"2005","South East","18179"
"2009","East Midlands","5463"
"2019","Scotland","2634"
"2003","East of England","19074"
"2009","South East","729"
"2011","South East","1105"
"2013","West Midlands","8042"
"2006","London","12584"
"2009","London","12554"
"2005","West Midlands","20603"
"2016","South East","7570"
"2010","Scotland","14555"
"2010","Wales","14492"
"2017","East Midlands","10495"
"2000","London","9458"
"2008","East of England","339"
"2006","Scotland","6710"
"2014","Scotland","12263"
"2002","Scotland","5519"
"2018","Wales","35883"
"2004","Scotland","17057"
"2005","North West","7061"
"2009","North West","3441"
"2014","London","12536"
"2017","North West","12457"
"2017","Scotland","13936"
"2007","Wales","623"
"2007","London","29370"
"2009","Scotland","76150"
"2002","London","21337"
"2018","South West","228"
"2011","North West","8657"
"2007","Wales","703"
"2007","North West","53245"
"2015","Wales","8266"
"2008","East Midlands","13024"
"2008","London","28988"
"2002","Yorkshire and the Humber","616"
"2004","South East","24195"
"2019","East Midlands","14650"
"2010","South East","5959"
"2015","Yorkshire and the Humber","11152"
"2017","North West","4906"
"2001","North West","2903"
"2019","South East","37573"
"2010","West Midlands","10607"
"2000","West Midlands","6231"
"2007","East of England","48205"
"2020","Yorkshire and the Humber","20568"
"2009","South East","118"
"2003","Wales","5726"
"2012","West Midlands","121"
"2004","East of England","28046"
"2017","Yorkshire and the Humber","17609"
"2021","Scotland","2605"
"2009","North East","43159"
"2017","East Midlands","22240"
"2021","West Midlands","279"
"2009","Wales","28407"
"2010","North West","22673"
"2005","West Midlands","22622"
"2018","North West","291"
"2008","East Midlands","19153"
"2008","Scotland","7074"
"2017","North East","15011"
"2021","North West","8982"
"2019","South West","18821"
"2006","Scotland","1496"
"2014","East Midlands","21721"
"2003","Yorkshire and the Humber","23929"
"2010","North West","11869"
"2002","South West","18904"
"2003","South East","1617"
"2006","North East","10046"
"2014","South East","498"
"2012","West Midlands","52355"
"2010","Yorkshire and the Humber","11902"
"2013","North West","6348"
"2004","Yorkshire and the Humber","17064"
"2010","North West","30429"
"2018","Scotland","11395"
"2005","Wales","35407"
"2006","East Midlands","106174"
"2004","Yorkshire and the Humber","20366"
"2007","London","21096"
"2020","West Midlands","4061"
"2017","West Midlands","9956"
"2019","London","21257"
"2008","South East","18594"
"2019","South East","6036"
"2019","London","26341"
"2006","West Midlands","4851"
"2003","South West","4163"
"2006","North West","15585"
"2012","North West","240"
"2019","North East","16992"
"2009","South East","3092"
"2013","East of England","13047"
"2020","North West","8235"
"2012","Wales","7734"
"2017","East of England","2180"
"2017","West Midlands","112720"
"2008","North East","4631"
"2020","West Midlands","1808"
"2009","North East","5525"
"2009","South East","20398"
"2008","South East","15475"
"2002","North West","5994"
"2015","Scotland","7705"
"2018","Scotland","34"
"2004","Yorkshire and the Humber","14570"
"2020","London","13069"
"2002","East of England","11204"
"2021","North East","8503"
"2000","London","16352"
"2020","East Midlands","171"
"2002","London","23942"
"2016","East of England","15500"
"2010","North West","113177"
"2019","South West","12414"
"2021","London","114189"
"2018","West Midlands","14872"
"2010","South West","22017"
"2007","South West","4135"
"2004","Yorkshire and the Humber","11113"
"2015","East of England","13403"
"2014","East of England","15217"
"2002","Scotland","7118"
"2006","East Midlands","7805"
"2000","London","12632"
"2008","South West","60125"
"2021","South West","7270"
"2015","North West","59581"
"2010","London","10365"
"2010","East of England","15730"
"2019","North West","3976"
"2000","East of England","95724"
"2003","East Midlands","276"
"2006","North West","6616"
"2011","London","48308"
"2002","Yorkshire and the Humber","23898"
"2019","North West","18888"
"2013","West Midlands","74967"
"2012","West Midlands","7422"
"2010","East Midlands","3974"
"2013","South West","5755"
"2004","East Midlands","3375"
"2000","North West","622"
"2004","Scotland","6750"
"2012","South West","12790"
"2021","East of England","123"
"2003","East of England","17804"
"2002","Yorkshire and the Humber","887"
"2007","Wales","7304"
"2000","South West","4949"
"2006","Wales","2756"
"2001","South West","968"
"2018","North West","16084"
"2021","East of England","10950"
"2016","North West","25160"
"2020","Scotland","446"
"2003","North West","6797"
"2016","East of England","87265"
"2011","North West","15859"
"2009","North West","30389"
"2016","East Midlands","35293"
"2009","Scotland","3391"
"2010","East Midlands","22012"
"2003","South East","11128"
"2006","South West","27225"
"2007","West Midlands","12562"
"2016","North West","8237"
"2004","South West","15377"
"2015","Wales","13758"
"2002","Yorkshire and the Humber","6817"
"2008","South East","4327"
"2009","North East","11832"
"2005","West Midlands","9489"
"2001","East of England","9938"
"2006","North West","8989"
"2016","East of England","4184"
"2016","South East","19853"
"2017","Scotland","46377"
"2009","London","3492"
"2021","North West","4538"
"2021","South East","1175"
"2008","West Midlands","24728"
"2000","North East","21848"
"2018","South West","103"
"2020","London","9496"
"2010","East Midlands","37022"
"2018","East of England","9753"
"2008","South East","212"
"2019","East of England","119"
"2019","South West","18801"
"2021","North West","17034"
"2019","Wales","18405"
"2005","East Midlands","1953"
"2004","East of England","2308"
"2003","North West","12383"
"2014","South West","3688"
"2013","Yorkshire and the Humber","108163"
"2019","Scotland","12312"
"2004","East Midlands","46539"
"2021","Scotland","42983"
"2002","Wales","12445"
"2001","West Midlands","27025"
"2018","East Midlands","36148"
"2018","Wales","9058"
"2003","North East","8847"
"2011","Yorkshire and the Humber","8391"
"2013","Yorkshire and the Humber","63532"
"2019","Wales","33435"
"2019","Yorkshire and the Humber","3433"
"2000","South East","28770"
"2008","Wales","18456"
"2013","South East","15095"
"2015","East Midlands","5006"
"2011","London","41546"
"2007","West Midlands","32213"
"2008","Yorkshire and the Humber","10572"
"2008","North West","26898"
"2016","North West","16809"
"2009","South East","824"
"2011","Scotland","2305"
"2019","South West","526"
"2015","South West","34900"
"2018","London","14276"
"2000","West Midlands","2851"
"2019","Wales","575"
"2001","East of England","21625"
"2021","East Midlands","44085"
"2010","North West","15318"
"2015","Scotland","6795"
"2019","Wales","269"
"2018","London","5221"
"2000","East of England","2336"
"2011","North East","8982"
"2001","South East","16479"
"2015","East of England","44814"
"2000","South East","20241"
"2002","South East","39362"
"2016","West Midlands","6951"
"2021","East Midlands","13104"
"2009","North West","14113"
"2003","Scotland","6634"
"2009","East of England","2976"
"2014","London","603"
"2002","London","29028"
"2021","North West","28373"
"2015","Wales","20121"
"2018","Yorkshire and the Humber","8804"
"2005","Scotland","4330"
"2004","Scotland","12000"
"2002","London","19908"
"2021","Scotland","13105"
"2002","East Midlands","11886"
"2012","North West","25547"
"2007","West Midlands","10324"
"2017","South East","21221"
"2000","East Midlands","18460"
"2009","North West","25836"
"2005","North West","8947"
"2018","North East","26907"
"2015","South East","15856"
"2004","East of England","18892"
"2002","South West","20848"
"2015","North West","8538"
"2005","East of England","2478"
"2021","South East","90245"
"2004","South West","20382"
"2009","West Midlands","7171"
"2009","East Midlands","42235"
"2015","South West","6731"
"2014","East of England","30616"
"2019","North West","33637"
"2021","North West","49673"
"2009","Scotland","4578"
"2009","East Midlands","772"
"2006","North West","10773"
"2012","North East","412"
"2005","North West","11145"
"2021","South West","16074"
"2021","South East","8497"
"2013","North West","15212"
"2004","West Midlands","13943"
"2018","West Midlands","393"
"2020","Scotland","2402"
"2011","Wales","2616"
"2018","London","21805"
"2017","Scotland","25398"
"2008","South East","17246"
"2011","East of England","26020"
"2004","West Midlands","7992"
"2000","South East","11248"
"2009","Yorkshire and the Humber","9799"
"2006","South East","135242"
"2008","South East","11958"
"2017","North West","6898"
"2008","South West","4034"
"2004","London","21015"
"2013","West Midlands","36514"
"2014","East of England","18632"
"2003","South West","80603"
"2008","Wales","1997"
"2004","Scotland","10930"
"2002","North East","15803"
"2011","North West","11584"
"2018","East of England","10644"
"2008","Yorkshire and the Humber","1536"
"2005","Scotland","21144"
"2001","East Midlands","13176"
"2007","South East","13721"
"2020","West Midlands","24822"
"2020","North West","6254"
"2011","Wales","4234"
"2014","Yorkshire and the Humber","1148"
"2004","Scotland","3129"
"2009","West Midlands","1032"
"2015","East of England","15531"
"2002","West Midlands","10395"
"2015","North West","17717"
"2008","North West","1100"
"2017","East of England","38242"
"2019","East Midlands","958"
"2007","North West","12318"
"2012","South East","7847"
"2018","North West","61"
"2018","South East","1657"
"2013","Scotland","14582"
"2016","Wales","5088"
"2000","Scotland","19818"
"2013","London","16049"
"2009","South East","21422"
"2005","East of England","18138"
"2009","East Midlands","1771"
"2008","East Midlands","4320"
"2000","East Midlands","19784"
"2003","Wales","11121"
"2010","South West","1384"
"2007","North West","39461"
"2005","North West","9243"
"2009","East Midlands","15905"
"2001","Scotland","38235"
"2008","Yorkshire and the Humber","4935"
"2013","North West","934"
"2001","South East","25166"
"2007","East of England","1624"
"2014","East Midlands","7067"
"2015","Scotland","20302"
"2009","South East","9073"
"2009","North East","31464"
"2001","Scotland","3513"
"2001","East of England","15004"
"2018","London","9222"
"2021","Yorkshire and the Humber","11900"
"2007","South East","23420"
"2008","Scotland","917"
"2015","Wales","5079"
"2015","South West","60"
"2010","West Midlands","112400"
"2017","North West","2122"
"2017","East Midlands","2744"
"2001","South West","5904"
"2010","Scotland","1237"
"2011","Scotland","13712"
"2019","Wales","13361"
"2011","West Midlands","11723"
"2021","East of England","23218"
"2010","East Midlands","5164"
"2001","South East","8720"
"2006","North West","2891"
"2020","East Midlands","8797"
"2016","South East","497"
"2002","East of England","11383"
"2000","North West","6667"
"2003","South East","33551"
"2007","Wales","1406"
"2012","East of England","34618"
"2012","Yorkshire and the Humber","21750"
"2008","South East","12837"
"2019","South East","13236"
"2014","South West","17298"
"2015","South East","15714"
"2005","East Midlands","34423"
"2008","Scotland","15786"
"2016","East Midlands","35231"
"2016","London","42916"
"2013","Wales","2564"
"2001","London","50069"
"2005","Scotland","851"
"2014","Yorkshire and the Humber","8218"
"2003","Scotland","20590"
"2019","North West","10765"
"2012","West Midlands","96"
"2015","East of England","15228"
"2011","North West","24493"
"2008","Scotland","35801"
"2007","South West","20307"
"2000","North East","27605"
"2008","South East","15943"
"2011","West Midlands","203"
"2007","Scotland","2319"
"2016","East of England","60102"
"2021","South East","7581"
"2020","Yorkshire and the Humber","444"
"2021","South West","8203"
"2005","North West","10825"
"2004","South East","11839"
"2008","Wales","9352"
"2015","East of England","10831"
"2010","London","16725"
"2002","Yorkshire and the Humber","27075"
"2016","West Midlands","377"
"2007","Scotland","17410"
"2010","South West","23548"
"2013","North West","8744"
"2015","Yorkshire and the Humber","10750"
"2014","London","9476"
"2007","Wales","2608"
"2002","Wales","7617"
"2013","Scotland","1054"
"2002","East of England","4939"
"2018","Yorkshire and the Humber","12302"
"2005","Wales","6286"
"2020","South East","1165"
"2020","East Midlands","2836"
"2006","South West","5587"
"2019","East Midlands","872"
"2019","Scotland","7088"
"2010","North West","18067"
"2015","East Midlands","42420"
"2009","East Midlands","42909"
"2008","East Midlands","25934"
"2018","South East","99662"
"2000","London","56295"
"2000","South East","109025"
"2008","North East","36855"
"2002","East of England","50518"
"2020","North East","14402"
"2021","South East","24966"
"2010","Yorkshire and the Humber","19940"
"2006","West Midlands","7779"
"2007","East Midlands","5421"
"2009","South East","19173"
"2017","West Midlands","21452"
"2006","Scotland","3780"
"2012","East Midlands","13414"
"2004","Yorkshire and the Humber","20166"
"2001","London","24551"
"2014","East Midlands","13358"
"2001","Wales","1636"
"2007","West Midlands","18532"
"2016","North West","3726"
"2009","North West","41524"
"2007","East of England","6101"
"2016","North West","23010"
"2013","East of England","8053"
"2003","East of England","22945"
"2020","North West","38862"
"2017","East Midlands","39725"
"2001","London","17465"
"2014","South West","417"
"2018","London","9261"
"2019","South West","2572"
"2018","North West","8468"
"2005","West Midlands","13796"
"2007","Scotland","9425"
"2000","West Midlands","17078"
"2010","Scotland","18081"
"2019","Scotland","989"
"2015","South West","319"
"2012","Scotland","1083"
"2006","West Midlands","77562"
"2012","South East","96140"
"2009","Scotland","1495"
"2006","North West","9309"
"2018","London","26212"
"2012","London","2287"
"2011","North West","9183"
"2008","East of England","12355"
"2000","West Midlands","22420"
"2009","Wales","8372"
"2012","South West","5535"
"2019","West Midlands","33783"
"2006","West Midlands","11173"
"2013","London","12116"
"2003","North West","14087"
"2015","London","16887"
"2008","London","18585"
"2002","South West","4801"
"2007","North East","11647"
"2018","East Midlands","10671"
"2003","Yorkshire and the Humber","35136"
"2008","South East","853"
"2008","North West","16579"
"2020","North West","53323"
"2009","North West","16211"
"2021","East of England","9449"
"2001","Scotland","13762"
"2015","South East","3432"
"2008","London","38216"
"2003","Yorkshire and the Humber","35670"
"2016","South East","19269"
"2014","South West","16842"
"2013","London","21471"
"2010","East Midlands","9114"
"2009","North West","13868"
"2008","North East","10008"
"2007","North West","11328"
"2007","Scotland","11987"
"2008","North West","14841"
"2001","South West","25402"
"2011","London","24840"
"2020","North West","14246"
"2015","London","282"
"2011","South West","128"
"2016","Scotland","8042"
"2013","East of England","24119"
"2002","London","18070"
"2000","Wales","12098"
"2007","Yorkshire and the Humber","1440"
"2009","Yorkshire and the Humber","15401"
"2000","Scotland","2843"
"2018","West Midlands","82"
"2007","South East","15511"
"2012","North East","211"
"2021","London","10224"
"2004","North West","50065"
"2001","Scotland","24404"
"2018","London","19775"
"2015","North West","63161"
"2010","East of England","14927"
"2002","South East","3834"
"2009","East Midlands","9516"
"2018","Wales","6380"
"2003","London","16119"
"2019","South East","511"
"2010","South West","6957"
"2004","Scotland","5205"
"2014","West Midlands","27707"
"2009","South West","7274"
"2020","East of England","10927"
"2001","North West","16152"
"2015","London","25476"
"2002","London","12419"
"2015","South West","2296"
"2001","West Midlands","13077"
"2015","West Midlands","17350"
"2007","North West","13263"
"2001","London","31978"
"2012","South East","7179"
"2003","West Midlands","18154"
"2003","East of England","4595"
"2006","South West","21776"
"2012","South East","141728"
"2007","West Midlands","8178"
"2021","East Midlands","1032"
"2005","London","12063"
"2001","South East","61019"
"2016","South West","87247"
"2011","East Midlands","12948"
"2001","Scotland","2932"
"2010","Yorkshire and the Humber","58253"
"2001","Scotland","8237"
"2021","East Midlands","25174"
"2006","South East","19967"
"2015","Scotland","8748"
"2000","South West","849"
"2016","South East","20068"
"2015","South West","26013"
"2007","West Midlands","8935"
"2015","London","114933"
"2006","Scotland","1581"
"2018","Yorkshire and the Humber","10175"
"2018","London","29842"
"2000","West Midlands","5187"
"2009","West Midlands","1612"
"2003","London","10728"
"2002","Scotland","9104"
"2020","East of England","9106"
"2002","London","28099"
"2008","Yorkshire and the Humber","4031"
"2015","North East","162"
"2014","South East","12038"
"2017","East of England","20907"
"2001","Yorkshire and the Humber","13984"
"2019","South West","7121"
"2014","South West","55834"
"2001","East Midlands","1154"
"2004","London","18321"
"2014","South East","4357"
"2004","South West","13944"
"2018","Yorkshire and the Humber","156031"
"2000","East Midlands","15745"
"2008","South East","23512"
"2017","London","29645"
"2003","South West","12024"
"2008","South West","3199"
"2019","West Midlands","16027"
"2018","South East","3761"
"2003","Scotland","29145"
"2005","North West","26506"
"2003","South East","8688"
"2020","West Midlands","2774"
"2004","West Midlands","15168"
"2007","Scotland","19870"
"2019","Scotland","12416"
"2008","East Midlands","6983"
"2006","East of England","25787"
"2021","Wales","11"
"2012","North West","17809"
"2007","South East","14438"
"2013","Wales","56473"
"2000","South West","16691"
"2021","Yorkshire and the Humber","7931"
"2008","North West","13368"
"2010","South East","15542"
"2018","East Midlands","191"
"2013","London","163456"
"2018","East Midlands","21337"
"2021","West Midlands","12686"
"2013","East Midlands","5864"
"2015","London","82508"
"2000","South West","6604"
"2013","London","95054"
"2008","Scotland","435"
"2018","London","24999"
"2011","West Midlands","13497"
"2018","Yorkshire and the Humber","1227"
"2011","Wales","4260"
"2008","West Midlands","17671"
"2009","London","13171"
"2007","South West","21819"
"2016","Yorkshire and the Humber","2845"
"2007","Scotland","14029"
"2019","East of England","10412"
"2018","South West","2670"
"2003","North East","13540"
"2019","London","7673"
"2017","South East","33427"
"2000","North East","8712"
"2014","London","4587"
"2020","South East","1697"
"2019","West Midlands","13927"
"2015","North East","3753"
"2007","South East","23623"
"2014","East of England","15096"
"2016","North West","43711"
"2011","London","68866"
"2019","Scotland","1686"
"2003","Yorkshire and the Humber","6988"
"2019","South East","1854"
"2021","Scotland","1164"
"2019","London","3377"
"2019","East of England","4877"
"2012","North West","370"
"2008","London","20854"
"2003","North West","43547"
"2012","East of England","15259"
"2009","South West","366"
"2011","North West","1730"
"2010","West Midlands","9628"
"2013","North West","105440"
"2004","South East","8478"
"2010","London","10433"
"2021","North West","1429"
"2018","East of England","159"
"2017","Yorkshire and the Humber","8418"
"2018","South West","538"
"2001","Scotland","21594"
"2010","Yorkshire and the Humber","31677"
"2003","Scotland","5934"
"2018","West Midlands","13828"
"2001","Scotland","178"
"2011","South East","10831"
"2021","Yorkshire and the Humber","20213"
"2004","North West","99341"
"2021","North West","19748"
"2020","Scotland","812"
"2020","Yorkshire and the Humber","7351"
"2018","South East","8289"
"2011","East of England","468"
"2011","West Midlands","330"
"2007","West Midlands","13049"
"2003","London","39877"
"2011","East of England","362"
"2005","North West","11553"
"2006","London","14399"
"2008","Scotland","1499"
"2020","North West","21677"
"2020","Wales","5938"
"2013","South West","15802"
"2020","Yorkshire and the Humber","1201"
"2018","Scotland","9905"
"2010","Scotland","18357"
"2021","North West","48075"
"2009","Wales","3357"
"2000","London","47529"
"2013","London","2709"
"2009","South West","18423"
"2012","Yorkshire and the Humber","7419"
"2006","Yorkshire and the Humber","26038"
"2003","London","21527"
"2000","London","44745"
"2000","London","29552"
"2002","East of England","22583"
"2015","West Midlands","3653"
"2006","Scotland","13682"
"2019","Scotland","13330"
"2005","West Midlands","10336"
"2010","West Midlands","20046"
"2009","East of England","32049"
"2011","South West","13461"
"2004","London","12367"
"2018","North East","106285"
"2006","East Midlands","5955"
"2007","South West","13252"
"2020","North East","29324"
"2010","South West","7281"
"2011","South East","15453"
"2002","North East","104348"
"2020","South East","730"
"2003","South West","6965"
"2012","South West","62043"
"2019","North East","48160"
"2012","East of England","5553"
"2017","Scotland","2363"
"2018","East Midlands","1272"
"2003","London","38054"
"2019","South West","274"
"2008","West Midlands","7944"
"2008","South West","980"
"2009","East of England","6555"
"2013","South West","14620"
"2012","Yorkshire and the Humber","14477"
"2018","Scotland","20030"
"2009","Yorkshire and the Humber","652"
"2009","Yorkshire and the Humber","28524"
"2005","West Midlands","2027"
"2010","North West","949"
"2017","South West","15417"
"2021","South East","23956"
"2000","North West","2203"
"2000","East of England","68239"
"2006","South West","18252"
"2019","West Midlands","1936"
"2004","South East","15224"
"2014","Wales","772"
"2009","North East","3397"
"2016","Wales","2668"
"2011","East of England","5086"
"2019","West Midlands","12779"
"2003","East Midlands","4382"
"2015","North West","701"
"2007","Scotland","12569"
"2008","Scotland","8632"
"2007","Wales","2422"
"2003","East of England","22498"
"2006","Scotland","1360"
"2017","East of England","25561"
"2021","Wales","21607"
"2016","Yorkshire and the Humber","15048"
"2004","West Midlands","2448"
"2013","South East","14832"
"2003","London","6183"
"2018","London","6778"
"2003","North West","4782"
"2005","East of England","59279"
"2000","North West","2412"
"2008","South East","18147"
"2004","East of England","17213"
"2016","Scotland","3735"
"2019","Wales","635"
"2019","London","19795"
"2003","East of England","8920"
"2019","South West","345"
"2016","London","20933"
"2018","East of England","26079"
"2012","East Midlands","1456"
"2010","Scotland","8290"
"2011","Wales","960"
"2001","South East","6735"
"2021","South East","1451"
"2000","Wales","3345"
"2018","South West","7150"
"2015","South East","5872"
"2017","North East","21257"
"2008","Scotland","29641"
"2014","North West","3642"
"2003","Wales","5223"
"2009","North East","7730"
"2016","East of England","27959"
"2012","South East","30751"
"2010","East Midlands","662"
"2007","North West","19348"
"2011","South West","21201"
"2006","East Midlands","448"
"2020","West Midlands","5245"
"2016","Scotland","3547"
"2017","West Midlands","3981"
"2007","Wales","3781"
"2012","West Midlands","36957"
"2009","North West","44436"
"2015","East of England","21917"
"2011","Wales","9314"
"2005","London","21882"
"2014","North West","24249"
"2004","South East","6724"
"2009","East Midlands","6050"
"2009","South East","17755"
"2017","North West","23378"
"2012","South East","16855"
"2006","East of England","65891"
"2021","London","30731"
"2004","North East","3278"
"2018","South East","2273"
"2015","East of England","23399"
"2010","North West","15186"
"2015","East of England","8889"
"2009","East Midlands","44853"
"2008","London","7962"
"2017","East Midlands","6781"
"2019","East of England","1760"
"2009","North West","26857"
"2008","Yorkshire and the Humber","47710"
"2001","West Midlands","28077"
"2010","North West","388"
"2015","Yorkshire and the Humber","7222"
"2017","Yorkshire and the Humber","13985"
"2008","London","22110"
"2006","North West","5276"
"2017","London","10340"
"2007","Wales","2657"
"2008","East Midlands","16397"
"2013","West Midlands","3604"
"2021","Yorkshire and the Humber","106081"
"2007","Yorkshire and the Humber","927"
"2003","East Midlands","5051"
"2011","South East","11444"
"2010","South East","13702"
"2015","East of England","15645"
"2018","North West","11910"
"2013","West Midlands","29690"
"2012","North West","1751"
"2016","East Midlands","9026"
"2018","North East","10102"
"2020","South East","5667"
"2019","East of England","302"
"2019","North East","3346"
"2016","West Midlands","4933"
"2014","North West","5815"
"2019","North West","5624"
"2013","South East","54972"
"2017","North East","10979"
"2008","Yorkshire and the Humber","11462"
"2004","South West","366"
"2003","South West","1075"
"2002","Scotland","16057"
"2002","Wales","15462"
"2019","Wales","4056"
"2014","Scotland","11776"
"2004","South East","9832"
"2002","Scotland","5747"
"2003","East Midlands","106705"
"2019","South West","1795"
"2018","Wales","4027"
"2011","North West","6444"
"2012","South West","10137"
"2000","South West","3905"
"2001","London","25009"
"2003","East of England","596"
"2004","West Midlands","9169"
"2008","London","36707"
"2016","London","24424"
"2019","North East","3810"
"2012","Scotland","21273"
"2015","London","20916"
"2012","London","19353"
"2003","Scotland","17306"
"2010","West Midlands","11930"
"2015","London","539"
"2000","North West","10880"
"2005","Yorkshire and the Humber","7208"
"2016","Wales","11230"
"2008","Yorkshire and the Humber","15083"
"2020","Yorkshire and the Humber","12504"
"2018","London","33289"
"2012","North West","284"
"2000","London","27279"
"2019","South West","775"
"2020","Yorkshire and the Humber","15786"
"2019","North West","9540"
"2009","East Midlands","57219"
"2004","South East","116485"
"2011","Wales","8478"
"2008","West Midlands","40"
"2000","Scotland","20061"
"2001","North West","12561"
"2003","West Midlands","1141"
"2005","Scotland","4428"
"2018","North East","63394"
"2006","North West","1457"
"2012","South East","5403"
"2008","South West","9112"
"2002","West Midlands","19007"
"2015","East of England","6259"
"2008","Scotland","3121"
"2003","London","32141"
"2013","South East","7384"
"2006","South East","17263"
"2014","North West","12368"
"2020","East of England","33677"
"2014","South East","333"
"2006","South East","9351"
"2000","Yorkshire and the Humber","12014"
"2015","Scotland","4093"
"2002","Wales","26273"
"2005","Yorkshire and the Humber","74165"
"2018","South East","17557"
"2015","West Midlands","6424"
"2015","Yorkshire and the Humber","42066"
"2019","East of England","6603"
"2000","South East","18734"
"2003","South East","26277"
"2004","North East","25953"
"2018","North East","9188"
"2021","West Midlands","12960"
"2007","South West","249"
"2004","Scotland","3061"
"2019","North East","38033"
"2017","East Midlands","48603"
"2007","London","11289"
"2019","London","1303"
"2009","North East","11841"
"2005","North West","7922"
"2007","London","37703"
"2012","Scotland","13729"
"2019","South East","556"
"2007","East Midlands","21974"
"2009","Yorkshire and the Humber","4833"
"2001","South East","5540"
"2013","West Midlands","757"
"2018","Wales","26765"
"2020","London","9480"
"2015","Scotland","48817"
"2003","Wales","1789"
"2019","North West","4351"
"2015","West Midlands","18144"
"2005","South East","16322"
"2004","North West","17686"
"2017","East of England","29770"
